id,name,requestedBy,blueprintId,deploymentId,resourceIds,inputs,status,details,createdAt,updatedAt,totalTasks,completedTasks,actionId,catalogItemId,outputs
bc8bfd41-8e88-42f7-9f60-102ae6ffc211,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '662d01a1-1c7d-4833-910f-2bc7fd8027d3']","{'name': 'disk13', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-12T17:13:09.209863Z,2022-12-12T17:13:46.564828Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

7645933a-59d8-4d36-96b1-bc1aed8e206a,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '4363e0cc-9706-4e93-a731-a7124629eb89', '9def3d0f-bd4b-46cb-81f8-31e0ec685910', '6065e6d4-a649-47b8-aae1-d59f5a1ce56b']","{'name': 'disk12', 'encrypted': False, 'capacityGb': 16, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/aeabd4a1-19c2-4bd1-98ab-751c94fc954d,2022-12-10T00:12:23.701250Z,2022-12-10T00:12:40.979702Z,9,3,Cloud.vSphere.Machine.Add.Disk,,

655a0138-9ca9-40bc-b814-a4301e38fba7,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '9def3d0f-bd4b-46cb-81f8-31e0ec685910']","{'name': 'disk11', 'encrypted': False, 'capacityGb': 10, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-10T00:10:59.502601Z,2022-12-10T00:11:49.620919Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

4bde9b1d-5ece-4e28-9475-0783c26f6d77,Add Disk,administrator,,"maks3","['ab827c33-9e4b-440c-914d-7512105a92a3', '38cb9274-e967-45e3-84c4-9ec653d0d7b6', '5d05fe15-cb75-4bdf-b698-55b4bde48674', 'ca3db137-b405-457c-8d1f-d92d83c80cda']","{'name': 'disk10', 'encrypted': False, 'capacityGb': 10, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/ed66ec5f-7d9c-4698-b98b-df96b88c256a,2022-12-10T00:10:08.451072Z,2022-12-10T00:10:13.057691Z,9,2,Cloud.vSphere.Machine.Add.Disk,,

9fad62cc-1dcb-4f35-bc7b-ca867fa68578,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '5d05fe15-cb75-4bdf-b698-55b4bde48674']","{'name': 'disk9', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-09T23:46:57.191292Z,2022-12-09T23:47:40.024519Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

531e6203-0a57-4f2f-89d9-68c92f502527,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '8d231d9d-6d91-4701-bec6-0b74d8323b34', 'e3da0cb7-c912-4233-8ec6-d5056e64fbe3', 'b4157dde-d9cf-4a11-a12a-3aad60dfcdf6']","{'name': 'disk8', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/3d65ddee-9d6c-4695-84a2-1c224509aca9,2022-12-09T23:45:33.390898Z,2022-12-09T23:46:07.633430Z,9,3,Cloud.vSphere.Machine.Add.Disk,,

1f9cc6df-5d80-406a-bfa4-a2c436100d57,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'e3da0cb7-c912-4233-8ec6-d5056e64fbe3']","{'name': 'disk7', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-09T23:43:07.042084Z,2022-12-09T23:44:00.492247Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

3f37f92e-1a37-4517-8e8e-4e26d1771df7,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'fe0a3baa-85f5-4d9b-a259-ea35e0f1e687', '3e4c6151-b0b5-4f17-bbaa-02a2624051a9', '2792d6eb-81ac-4361-8e8e-9fa27833a871']","{'name': 'disk6', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/94f967a6-1d21-4ea7-91a9-f607882b87cf,2022-12-09T23:39:50.559173Z,2022-12-09T23:40:11.004151Z,9,3,Cloud.vSphere.Machine.Add.Disk,,

5ce57bf3-e1ee-40d2-9dab-38ee42928738,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', '3e4c6151-b0b5-4f17-bbaa-02a2624051a9']","{'name': 'disk5', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-09T23:38:43.775968Z,2022-12-09T23:39:29.947753Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

3932211f-9a2b-496f-b0f9-9f57daa8a183,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'a10f4321-e547-4ce7-b033-c5ca7419c651', '8eb47777-5011-4c52-8fd0-3e9444f23a64', 'af363628-3791-4e70-bc5a-3272d51dca06']","{'name': 'disk4', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/43514c53-f6a2-4fd0-8e28-4a2d1d2723b6,2022-12-09T23:34:00.348021Z,2022-12-09T23:34:20.665077Z,9,3,Cloud.vSphere.Machine.Add.Disk,,

9f56db38-d466-4f5c-a54c-0f25f9c3cab4,Add Disk,administrator,,"maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'af363628-3791-4e70-bc5a-3272d51dca06']","{'name': 'disk3', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-09T23:32:26.461883Z,2022-12-09T23:33:21.092173Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

f4a9e2fe-864c-4e32-abc1-d32c225f641b,Add Disk,administrator,,"maks3","['fba820e7-40f8-4bf0-95da-33eaa2d7d439', '38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'd7d027a9-2438-4038-8ae9-2fbade97802f', '896330bb-7164-4a84-a401-fcec8196a0e2']","{'name': 'disk2', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,Service not found: http://10.244.0.116:8282/resources/disks/9ea10404-803d-4fd5-834c-6c1e6a126d8d,2022-12-09T23:30:10.856974Z,2022-12-09T23:30:43.244851Z,9,3,Cloud.vSphere.Machine.Add.Disk,,

3816199d-484f-4843-a0be-fd8c1e2313e4,Add Disk,administrator,,"maks3","['fba820e7-40f8-4bf0-95da-33eaa2d7d439', '38cb9274-e967-45e3-84c4-9ec653d0d7b6']","{'name': 'disk1', 'encrypted': False, 'capacityGb': 1, 'persistent': False, 'useVmFolderForCreate': True}",FAILED,com.sun.xml.ws.fault.ServerSOAPFaultException: Client received SOAP Fault from server: vim.fault.NoCompatibleDatastore Please see the server log to find more detail regarding exact cause of the failure.,2022-12-09T23:21:44.902157Z,2022-12-09T23:22:35.966650Z,6,4,Cloud.vSphere.Machine.Add.Disk,,

ce17f3df-eb91-4813-889d-62f8f79f2389,Create,administrator,"1 VM","maks3","['38cb9274-e967-45e3-84c4-9ec653d0d7b6', 'c8848cdc-4aa3-4f33-9b8f-49bdf34a90f2']",{'count': 1},SUCCESSFUL,,2022-12-08T09:08:44.986035Z,2022-12-08T09:32:27.632728Z,7,7,,,
